restaurant_id,restaurant_name,City,Locality,Cuisines,price_range,Votes,avg_cost_for_two,Rating,cuisine_count,primary_cuisine,country,is_rated,service_score
18312662,Dabas Ke Special Chole Bhature,New Delhi,Nangloi,Street Food,1,0,100,3.2,1,Street Food,India,0,0
18322599,Daily Belly,New Delhi,Nangloi,North Indian| South Indian| Chinese,1,0,350,3.2,1,North Indian| South Indian| Chinese,India,0,0
9226,Deep Bakery And Cake,New Delhi,Nangloi,Bakery| Desserts,1,0,100,3.2,1,Bakery| Desserts,India,0,0
18434072,Dhaba NH10,New Delhi,Nangloi,North Indian| Chinese,1,0,200,3.2,1,North Indian| Chinese,India,0,0
305699,Dilkhush Dhaba,New Delhi,Nangloi,North Indian,1,0,100,3.2,1,North Indian,India,0,0
9194,Do Bhai Paneer Wale And Sweets,New Delhi,Nangloi,Bakery,1,0,100,3.2,1,Bakery,India,0,0
304888,Dosa and Pizza Corner,New Delhi,Nangloi,South Indian| Pizza| Chinese,1,0,150,3.2,1,South Indian| Pizza| Chinese,India,0,0
306177,Gulati Ki Rasoi,New Delhi,Nangloi,North Indian,1,0,200,3.2,1,North Indian,India,0,0
18261708,JMD Family Restaurant,New Delhi,Nangloi,North Indian| Chinese,1,0,400,3.2,1,North Indian| Chinese,India,0,0
9173,Jyoti Sweets,New Delhi,Nangloi,Mithai,1,0,100,3.2,1,Mithai,India,0,0
304831,Khana Khazana,New Delhi,Nangloi,North Indian,1,0,200,3.2,1,North Indian,India,0,0
9176,Krishna Panjabi Rasoi,New Delhi,Nangloi,North Indian,1,1,100,1.0,1,North Indian,India,1,0
18233572,Lazeez Zaika,New Delhi,Nangloi,North Indian| Chinese,1,1,250,1.0,1,North Indian| Chinese,India,1,0
18464649,Mannat Chinese Fast Food,New Delhi,Nangloi,Chinese| Bakery,1,0,300,3.2,1,Chinese| Bakery,India,0,0
18375389,Pizza Hot,New Delhi,Nangloi,Italian| Fast Food| South Indian,1,0,300,3.2,1,Italian| Fast Food| South Indian,India,0,0
18466387,Raju Fast Food,New Delhi,Nangloi,Street Food| Fast Food,1,0,250,3.2,1,Street Food| Fast Food,India,0,0
304782,Ramesh Caterers & Dhaba,New Delhi,Nangloi,North Indian,1,0,150,3.2,1,North Indian,India,0,0
18261719,Sethi's Express,New Delhi,Nangloi,South Indian| North Indian| Chinese,1,0,350,3.2,1,South Indian| North Indian| Chinese,India,0,0
18466389,Shahi Chicken Biryani Corner,New Delhi,Nangloi,Biryani,1,0,250,3.2,1,Biryani,India,0,0
18378051,Spicy Curry,New Delhi,Nangloi,North Indian,1,0,350,3.2,1,North Indian,India,0,0
7484,Super Star Restaurant,New Delhi,Nangloi,North Indian,1,1,150,1.0,1,North Indian,India,1,0
18464634,Swagi Food Corner,New Delhi,Nangloi,Chinese| Fast Food,1,0,250,3.2,1,Chinese| Fast Food,India,0,0
18464647,Taoji Ke Amratsari Naan,New Delhi,Nangloi,Fast Food| North Indian,1,0,200,3.2,1,Fast Food| North Indian,India,0,0
18371391,TCW Chaat Point,New Delhi,Nangloi,Street Food,1,0,100,3.2,1,Street Food,India,0,0
18017240,The Food Express,New Delhi,Nangloi,North Indian,1,1,200,1.0,1,North Indian,India,1,0
18464640,The Pizza Family,New Delhi,Nangloi,Pizza,1,0,350,3.2,1,Pizza,India,0,0
18261161,The Regal Chicken Corner,New Delhi,Nangloi,North Indian| Mughlai,1,0,400,3.2,1,North Indian| Mughlai,India,0,0
18464638,Welcome Rasoi,New Delhi,Nangloi,North Indian| Fast Food,1,0,300,3.2,1,North Indian| Fast Food,India,0,0
302694,Agarwal Sweets,New Delhi,Naraina,Mithai,1,8,150,3.0,1,Mithai,India,1,0
18358184,Aurangzeb Rd,New Delhi,Naraina,North Indian| Mughlai,2,23,500,3.4,1,North Indian| Mughlai,India,1,2
8715,Bengali Sweet Corner,New Delhi,Naraina,South Indian| Street Food| Desserts,1,7,200,3.0,1,South Indian| Street Food| Desserts,India,1,0
641,Cafe Coffee Day,New Delhi,Naraina,Cafe,1,23,450,2.6,1,Cafe,India,1,0
308033,Chinese K. Food,New Delhi,Naraina,Chinese,1,4,300,2.9,1,Chinese,India,1,0
307099,Chocowell,New Delhi,Naraina,Desserts| Bakery,1,15,150,3.2,1,Desserts| Bakery,India,1,0
18312575,Choice,New Delhi,Naraina,South Indian| North Indian,2,4,500,3.0,1,South Indian| North Indian,India,1,0
18312652,Desi Street,New Delhi,Naraina,North Indian| South Indian| Chinese,1,13,350,3.1,1,North Indian| South Indian| Chinese,India,1,0
310666,Enigma Lounge,New Delhi,Naraina,Chinese| North Indian,2,8,750,2.8,1,Chinese| North Indian,India,1,0
7434,Flavors Of London,New Delhi,Naraina,Desserts| Ice Cream| Fast Food,1,7,200,3.0,1,Desserts| Ice Cream| Fast Food,India,1,0
305859,Frontier,New Delhi,Naraina,Bakery,1,4,200,3.0,1,Bakery,India,1,0
308037,Green Chick Chop,New Delhi,Naraina,Raw Meats| North Indian| Fast Food,1,16,350,3.2,1,Raw Meats| North Indian| Fast Food,India,1,0
18435837,Hot House Grill,New Delhi,Naraina,Fast Food,1,10,300,3.2,1,Fast Food,India,1,1
18441658,Kanshi Ram Chole Kulche Wala,New Delhi,Naraina,Street Food,1,13,150,3.4,1,Street Food,India,1,0
558,Kents Fast Food,New Delhi,Naraina,North Indian| Chinese| Fast Food,2,12,900,2.8,1,North Indian| Chinese| Fast Food,India,1,0
300485,Paharia Meat & Chicken Shop,New Delhi,Naraina,North Indian,1,12,250,2.8,1,North Indian,India,1,0
7416,Palji Corner,New Delhi,Naraina,North Indian,1,30,150,3.3,1,North Indian,India,1,0
301927,Paratha Hi Paratha,New Delhi,Naraina,North Indian,1,10,100,3.1,1,North Indian,India,1,0
18288199,Picasso Roof Top,New Delhi,Naraina,Continental| European| North Indian,3,15,1100,3.1,1,Continental| European| North Indian,India,1,1
301931,RK Dosa,New Delhi,Naraina,South Indian,1,12,150,2.8,1,South Indian,India,1,0
311385,Sandoz,New Delhi,Naraina,Chinese| North Indian,2,32,600,2.6,1,Chinese| North Indian,India,1,1
18175322,Sardar Ji,New Delhi,Naraina,North Indian| Mughlai,1,7,120,3.0,1,North Indian| Mughlai,India,1,0
7419,Satkar Fast Food,New Delhi,Naraina,North Indian,1,20,200,2.8,1,North Indian,India,1,0
9280,Sweetheart Cupcakes,New Delhi,Naraina,Desserts,1,21,150,3.1,1,Desserts,India,1,0
18241874,The Earthen Grill,New Delhi,Naraina,North Indian| Mughlai| Awadhi,1,14,350,3.2,1,North Indian| Mughlai| Awadhi,India,1,0
303250,Twenty Four Seven,New Delhi,Naraina,Fast Food| North Indian,1,14,300,2.8,1,Fast Food| North Indian,India,1,0
313163,A Patisseries Gallery,New Delhi,Naraina,Bakery| Desserts,1,0,200,3.2,1,Bakery| Desserts,India,0,0
18398504,Aggarwal Bikaneri Sweets,New Delhi,Naraina,Mithai,1,0,100,3.2,1,Mithai,India,0,0
301932,Aggarwal Sweets & Bakers,New Delhi,Naraina,Desserts| Street Food,1,1,200,1.0,1,Desserts| Street Food,India,1,0
18312572,Avatar Da Dhaba,New Delhi,Naraina,North Indian,1,0,200,3.2,1,North Indian,India,0,0
18371399,Bengali Restaurant,New Delhi,Naraina,Bengali| Chinese,1,0,150,3.2,1,Bengali| Chinese,India,0,0
18431177,Biryani Express,New Delhi,Naraina,Biryani,1,0,200,3.2,1,Biryani,India,0,0
18371405,Brahm Point Fast Food,New Delhi,Naraina,Fast Food| Chinese,1,0,150,3.2,1,Fast Food| Chinese,India,0,0
312926,Chinese Hot,New Delhi,Naraina,Chinese,1,1,300,1.0,1,Chinese,India,1,0
18349241,Curry Man,New Delhi,Naraina,North Indian,1,0,200,3.2,1,North Indian,India,0,0
18431181,Diya Chinese Food,New Delhi,Naraina,Chinese,1,0,300,3.2,1,Chinese,India,0,0
18431187,Foodies,New Delhi,Naraina,Chinese,1,0,400,3.2,1,Chinese,India,0,0
18393288,Fresh Meat CO,New Delhi,Naraina,Raw Meats| Fast Food,1,0,300,3.2,1,Raw Meats| Fast Food,India,0,0
8718,Hans Fast Food Center,New Delhi,Naraina,Fast Food| Desserts,1,2,150,1.0,1,Fast Food| Desserts,India,1,0
18462571,Happy Hours,New Delhi,Naraina,Chinese| Fast Food,1,0,200,3.2,1,Chinese| Fast Food,India,0,0
18460302,Khalsa Eating Point,New Delhi,Naraina,North Indian,1,0,300,3.2,1,North Indian,India,0,0
18431183,Krishna Yummy Foods,New Delhi,Naraina,North Indian,1,1,250,1.0,1,North Indian,India,1,0
301925,Laxmi Dhaba,New Delhi,Naraina,North Indian,1,1,100,1.0,1,North Indian,India,1,0
301885,Milan Shudh Vaishno,New Delhi,Naraina,North Indian,1,3,300,1.0,1,North Indian,India,1,0
18295497,Milko Sweets Corner,New Delhi,Naraina,Mithai| Street Food,1,2,100,1.0,1,Mithai| Street Food,India,1,0
18460299,New Punjabi Chaap Corner,New Delhi,Naraina,Chinese,1,0,300,3.2,1,Chinese,India,0,0
1973,Nik's Chawla Chik Inn,New Delhi,Naraina,North Indian| Fast Food,2,2,600,1.0,1,North Indian| Fast Food,India,1,0
18369770,Paras Corner,New Delhi,Naraina,Chinese,1,0,150,3.2,1,Chinese,India,0,0
312848,Punjabi Tadka,New Delhi,Naraina,North Indian,1,0,250,3.2,1,North Indian,India,0,0
18474850,Sardar A Pure Meat Shop,New Delhi,Naraina,Raw Meats| Fast Food| North Indian,1,0,150,3.2,1,Raw Meats| Fast Food| North Indian,India,0,0
18429186,Shahi Hyderbadi Biryani,New Delhi,Naraina,Mughlai,1,0,250,3.2,1,Mughlai,India,0,0
18312656,Shashi's China Wok,New Delhi,Naraina,Chinese,1,2,250,1.0,1,Chinese,India,1,0
18416741,Urban Palate,New Delhi,Naraina,Fast Food,1,0,300,3.2,1,Fast Food,India,0,0
18425182,Wrapss,New Delhi,Naraina,Chinese| Fast Food,1,1,350,1.0,1,Chinese| Fast Food,India,1,0
18464625,China Kitchen,New Delhi,Narela,Chinese| North Eastern,1,0,350,3.2,1,Chinese| North Eastern,India,0,0
18435330,Chowringhee,New Delhi,Narela,Fast Food,1,0,250,3.2,1,Fast Food,India,0,0
18435326,D-Food,New Delhi,Narela,Chinese| Fast Food| Bakery,2,0,500,3.2,1,Chinese| Fast Food| Bakery,India,0,0
18464648,Kith N Kin Cafeteria,New Delhi,Narela,Chinese| North Indian,1,0,300,3.2,1,Chinese| North Indian,India,0,0
18464629,Lazeez Rasoi,New Delhi,Narela,Chinese| North Indian,1,0,300,3.2,1,Chinese| North Indian,India,0,0
18435322,Red Rose Restaurant,New Delhi,Narela,Fast Food,1,0,450,3.2,1,Fast Food,India,0,0
18014151,Shri Bikaner Sweets & Restaurant,New Delhi,Narela,North Indian| Chinese| South Indian,2,0,500,3.2,1,North Indian| Chinese| South Indian,India,0,0
18375378,Welcome Family Restaurant,New Delhi,Narela,North Indian| South Indian,1,0,400,3.2,1,North Indian| South Indian,India,0,0
310408,Al Bake,New Delhi,Nehru Place,North Indian| Mughlai,1,38,400,2.7,1,North Indian| Mughlai,India,1,0
1185,Americana Kitchen and Bar,New Delhi,Nehru Place,American| Tex-Mex| Italian| Mexican| North Indian,3,105,1900,2.8,1,American| Tex-Mex| Italian| Mexican| North Indian,India,1,1
5536,Bawa Snacks Corner,New Delhi,Nehru Place,North Indian,1,11,150,2.8,1,North Indian,India,1,0
18393213,Bhimsain's Bengali Sweet House,New Delhi,Nehru Place,Mithai| North Indian| Street Food| Chinese| South Indian| Indian,1,4,450,2.9,1,Mithai| North Indian| Street Food| Chinese| South Indian| Indian,India,1,0
308336,Cafe Coffee Day,New Delhi,Nehru Place,Cafe,1,13,450,3.1,1,Cafe,India,1,0
637,Cafe Coffee Day,New Delhi,Nehru Place,Cafe,1,38,450,3.0,1,Cafe,India,1,1
313159,Dolce Gelato,New Delhi,Nehru Place,Ice Cream| Beverages| Fast Food,1,9,300,3.2,1,Ice Cream| Beverages| Fast Food,India,1,1
3608,Domino's Pizza,New Delhi,Nehru Place,Pizza| Fast Food,2,71,700,3.0,1,Pizza| Fast Food,India,1,0
3636,Gopala,New Delhi,Nehru Place,North Indian| Street Food,1,12,150,3.0,1,North Indian| Street Food,India,1,0
312790,New Punjabi Khana,New Delhi,Nehru Place,North Indian,1,8,200,3.1,1,North Indian,India,1,0
5537,New Vishal Corner,New Delhi,Nehru Place,North Indian| Street Food| Fast Food,1,14,250,3.1,1,North Indian| Street Food| Fast Food,India,1,0
308347,Punjabi Khana,New Delhi,Nehru Place,North Indian,1,14,200,3.2,1,North Indian,India,1,0
2602,Rajshree,New Delhi,Nehru Place,South Indian| Chinese,1,11,250,3.1,1,South Indian| Chinese,India,1,0
3638,Snack Junction,New Delhi,Nehru Place,North Indian| Chinese,1,27,250,3.0,1,North Indian| Chinese,India,1,0
18017281,Sona,New Delhi,Nehru Place,North Indian| South Indian| Fast Food,1,29,400,3.4,1,North Indian| South Indian| Fast Food,India,1,0
3607,Southy,New Delhi,Nehru Place,South Indian,1,94,450,2.5,1,South Indian,India,1,1
3069,The First Floor,New Delhi,Nehru Place,North Indian| Chinese,3,14,1000,3.1,1,North Indian| Chinese,India,1,2
18268390,Hype,New Delhi,Nehru Place,Finger Food| Italian| Middle Eastern,4,142,4700,3.7,1,Finger Food| Italian| Middle Eastern,India,1,0
196,McDonald's,New Delhi,Nehru Place,Fast Food| Burger,2,177,500,3.7,1,Fast Food| Burger,India,1,1
5487,New Punjabi Khana,New Delhi,Nehru Place,North Indian,1,104,200,3.9,1,North Indian,India,1,0
308331,Pizza Hut Delivery,New Delhi,Nehru Place,Italian| Pizza| Fast Food,2,103,800,3.6,1,Italian| Pizza| Fast Food,India,1,1
18126080,Shree Rathnam,New Delhi,Nehru Place,South Indian| North Indian| Chinese,2,58,800,3.6,1,South Indian| North Indian| Chinese,India,1,0
148,Subway,New Delhi,Nehru Place,American| Fast Food| Salad| Healthy Food,2,142,500,3.6,1,American| Fast Food| Salad| Healthy Food,India,1,0
18412898,Al Mughal,New Delhi,Nehru Place,Mughlai,1,2,250,1.0,1,Mughlai,India,1,0
5528,Anupama Restaurant,New Delhi,Nehru Place,North Indian,1,1,150,1.0,1,North Indian,India,1,0
17953929,Cafe Einstein,New Delhi,Nehru Place,North Indian| Fast Food,2,1,550,1.0,1,North Indian| Fast Food,India,1,0
18355121,Delicious Eating Corner,New Delhi,Nehru Place,North Indian,1,0,400,3.2,1,North Indian,India,0,0
9210,Gupta Rasoi,New Delhi,Nehru Place,North Indian,1,1,200,1.0,1,North Indian,India,1,0
2703,Paras Chicken Point,New Delhi,Nehru Place,North Indian,1,1,400,1.0,1,North Indian,India,1,0
18478963,Ralhan Eating Corner,New Delhi,Nehru Place,North Indian,1,0,200,3.2,1,North Indian,India,0,0
2232,Pind Balluchi,New Delhi,Nehru Place,North Indian| Mughlai,3,184,1000,2.4,1,North Indian| Mughlai,India,1,2
2775,Oh! Calcutta,New Delhi,Nehru Place,Bengali| Seafood,3,1293,1400,4.4,1,Bengali| Seafood,India,1,2
311623,Alcoholic Lounge & Bar,New Delhi,Netaji Subhash Place,Finger Food,3,21,1800,2.8,1,Finger Food,India,1,1
311077,Baljeet's Amritsari Koolcha,New Delhi,Netaji Subhash Place,North Indian,1,110,300,3.1,1,North Indian,India,1,0
492,Bikanervala,New Delhi,Netaji Subhash Place,North Indian| South Indian| Fast Food| Street Food| Chinese| Beverages| Desserts| Mithai,2,89,550,3.4,1,North Indian| South Indian| Fast Food| Street Food| Chinese| Beverages| Desserts| Mithai,India,1,1
304030,Cafe Coffee Day,New Delhi,Netaji Subhash Place,Cafe,1,32,450,3.3,1,Cafe,India,1,0
18366028,Chicago Pizza,New Delhi,Netaji Subhash Place,Fast Food| Italian| Pizza,2,42,500,3.4,1,Fast Food| Italian| Pizza,India,1,1
18168143,Cocoberry,New Delhi,Netaji Subhash Place,Desserts,1,32,300,3.3,1,Desserts,India,1,1
18294246,Dilli Chaap Wale,New Delhi,Netaji Subhash Place,North Indian| Fast Food,1,24,450,3.4,1,North Indian| Fast Food,India,1,0
2370,Dips,New Delhi,Netaji Subhash Place,South Indian| Chinese,1,23,300,2.8,1,South Indian| Chinese,India,1,0
3893,Domino's Pizza,New Delhi,Netaji Subhash Place,Pizza| Fast Food,2,85,700,3.4,1,Pizza| Fast Food,India,1,0
5366,Gullu's,New Delhi,Netaji Subhash Place,North Indian| Mughlai,2,45,550,2.9,1,North Indian| Mughlai,India,1,0
18037828,Hashtag Foods,New Delhi,Netaji Subhash Place,Fast Food| Beverages,1,80,300,3.4,1,Fast Food| Beverages,India,1,1
2377,Mini Meals,New Delhi,Netaji Subhash Place,North Indian| South Indian| Fast Food,1,66,300,2.7,1,North Indian| South Indian| Fast Food,India,1,0
18384151,No Name - Taste Hi Kaafi Hai,New Delhi,Netaji Subhash Place,Burger| Fast Food,1,31,400,3.2,1,Burger| Fast Food,India,1,1
2966,Pind Balluchi,New Delhi,Netaji Subhash Place,North Indian| Mughlai,3,261,1000,2.7,1,North Indian| Mughlai,India,1,2
257,Pizza Hut,New Delhi,Netaji Subhash Place,Italian| Pizza| Fast Food,3,211,1000,3.3,1,Italian| Pizza| Fast Food,India,1,1
2380,Raj Bhature wala,New Delhi,Netaji Subhash Place,North Indian| Fast Food| Chinese,1,84,350,3.4,1,North Indian| Fast Food| Chinese,India,1,1
18285222,Rolls Tiger,New Delhi,Netaji Subhash Place,Fast Food,1,49,450,3.4,1,Fast Food,India,1,1
309463,SGF - Spice Grill Flame,New Delhi,Netaji Subhash Place,North Indian| Chinese,2,80,500,3.4,1,North Indian| Chinese,India,1,1
18219550,Smoksha Cafe and Lounge,New Delhi,Netaji Subhash Place,Cafe| Chinese,2,60,600,3.4,1,Cafe| Chinese,India,1,0
3230,Subway,New Delhi,Netaji Subhash Place,American| Fast Food| Salad| Healthy Food,2,131,500,3.4,1,American| Fast Food| Salad| Healthy Food,India,1,1
309542,Sura Vie,New Delhi,Netaji Subhash Place,North Indian| Italian| Chinese| Thai,3,391,1400,3.4,1,North Indian| Italian| Chinese| Thai,India,1,2
2965,Billu's Hut,New Delhi,Netaji Subhash Place,Fast Food| Chinese,1,813,350,3.9,1,Fast Food| Chinese,India,1,0
3372,BTW,New Delhi,Netaji Subhash Place,Street Food,1,459,200,3.7,1,Street Food,India,1,0
312223,Burger King,New Delhi,Netaji Subhash Place,Burger| Fast Food,2,426,500,3.6,1,Burger| Fast Food,India,1,1
8828,Cafe Coffee Day,New Delhi,Netaji Subhash Place,Cafe,1,50,450,3.5,1,Cafe,India,1,0
2524,Chills 'n' Grills,New Delhi,Netaji Subhash Place,Fast Food| Chinese,1,69,350,3.6,1,Fast Food| Chinese,India,1,1
18458640,Fusion N Food,New Delhi,Netaji Subhash Place,Fast Food,1,22,300,3.8,1,Fast Food,India,1,0
2532,Giani,New Delhi,Netaji Subhash Place,Ice Cream| Desserts,1,87,400,3.6,1,Ice Cream| Desserts,India,1,1
5368,Hot Spot,New Delhi,Netaji Subhash Place,Fast Food| North Indian| Beverages,1,201,400,3.8,1,Fast Food| North Indian| Beverages,India,1,0
18272383,La Americana,New Delhi,Netaji Subhash Place,Fast Food| Burger,1,139,450,3.6,1,Fast Food| Burger,India,1,1
18332018,Mogambo Khush Hua,New Delhi,Netaji Subhash Place,Chinese,1,121,400,3.8,1,Chinese,India,1,1
18423901,Niti Shake & Ice Cream Hub,New Delhi,Netaji Subhash Place,Desserts| Beverages,1,23,200,3.8,1,Desserts| Beverages,India,1,0
1969,Pacific Asia,New Delhi,Netaji Subhash Place,North Indian| Chinese,3,151,1200,3.7,1,North Indian| Chinese,India,1,2
18455548,Papa Veg Chinese Food,New Delhi,Netaji Subhash Place,Chinese,1,29,450,3.8,1,Chinese,India,1,1
310126,Pasta Hut,New Delhi,Netaji Subhash Place,Fast Food,1,82,400,3.5,1,Fast Food,India,1,0
5291,Ram G Snacks & Food Corner,New Delhi,Netaji Subhash Place,North Indian| Chinese| Street Food,1,34,150,3.5,1,North Indian| Chinese| Street Food,India,1,0
3522,Sandwich King,New Delhi,Netaji Subhash Place,Fast Food| Beverages,2,99,500,3.8,1,Fast Food| Beverages,India,1,0
18345519,Shake Eat Up,New Delhi,Netaji Subhash Place,Fast Food| Beverages,1,155,400,3.9,1,Fast Food| Beverages,India,1,0
305967,Starbucks,New Delhi,Netaji Subhash Place,Cafe,2,294,700,3.7,1,Cafe,India,1,0
18432015,The Chai Story,New Delhi,Netaji Subhash Place,Cafe,1,22,300,3.6,1,Cafe,India,1,0
18204820,Themis Barbecue House,New Delhi,Netaji Subhash Place,North Indian,3,457,1400,3.8,1,North Indian,India,1,1
18361244,Utsav,New Delhi,Netaji Subhash Place,Bakery,1,13,250,3.5,1,Bakery,India,1,0
9561,Barbeque Nation,New Delhi,Netaji Subhash Place,North Indian| Chinese,3,937,1600,4.1,1,North Indian| Chinese,India,1,0
18466059,Bistro 57,New Delhi,Netaji Subhash Place,Fast Food| Beverages,2,20,500,4.0,1,Fast Food| Beverages,India,1,0
18361780,Calendar Khana Laao,New Delhi,Netaji Subhash Place,North Indian| Chinese| Continental,3,42,1000,4.2,1,North Indian| Chinese| Continental,India,1,1
18208880,Chaayos,New Delhi,Netaji Subhash Place,Cafe| Tea,1,156,400,4.1,1,Cafe| Tea,India,1,1
307620,Eleven Course,New Delhi,Netaji Subhash Place,North Indian| Chinese| Italian| Mexican| Lebanese,3,537,1650,4.0,1,North Indian| Chinese| Italian| Mexican| Lebanese,India,1,0
302242,Sinciti,New Delhi,Netaji Subhash Place,North Indian| Chinese| Italian| Lebanese| Mexican,3,277,1200,4.0,1,North Indian| Chinese| Italian| Lebanese| Mexican,India,1,2
310348,Admission Lounge,New Delhi,New Friends Colony,North Indian| Continental| Chinese| Fast Food,4,24,2500,2.7,1,North Indian| Continental| Chinese| Fast Food,India,1,1
309680,Al Zaika,New Delhi,New Friends Colony,North Indian| Mughlai,2,8,700,2.9,1,North Indian| Mughlai,India,1,0
1508,Angels in my Kitchen,New Delhi,New Friends Colony,Bakery| Desserts| Fast Food,1,88,350,3.2,1,Bakery| Desserts| Fast Food,India,1,1
18312565,Asian Curry,New Delhi,New Friends Colony,Thai| Chinese,2,5,800,3.0,1,Thai| Chinese,India,1,0
311553,Chaska,New Delhi,New Friends Colony,Fast Food| North Indian,2,47,500,3.3,1,Fast Food| North Indian,India,1,0
7720,Chik Chow,New Delhi,New Friends Colony,North Indian| Mughlai| Chinese,2,62,650,3.3,1,North Indian| Mughlai| Chinese,India,1,1
308332,Deep Sweet Corner,New Delhi,New Friends Colony,North Indian| Fast Food| Chinese| Mithai,1,16,400,2.7,1,North Indian| Fast Food| Chinese| Mithai,India,1,0
306331,Deepika Khaitan's Cakes,New Delhi,New Friends Colony,Bakery| Desserts,2,4,700,2.9,1,Bakery| Desserts,India,1,0
18303863,Dhaba On Wheels,New Delhi,New Friends Colony,North Indian| Mughlai,2,15,600,2.7,1,North Indian| Mughlai,India,1,0
212,Domino's Pizza,New Delhi,New Friends Colony,Pizza| Fast Food,2,95,700,2.8,1,Pizza| Fast Food,India,1,0
304183,Evergreen Sweets,New Delhi,New Friends Colony,North Indian| South Indian| Chinese| Mithai,1,14,350,2.8,1,North Indian| South Indian| Chinese| Mithai,India,1,0
1915,Gopala,New Delhi,New Friends Colony,Mithai| Street Food,1,7,250,3.0,1,Mithai| Street Food,India,1,0
5901,Green Chick Chop,New Delhi,New Friends Colony,Raw Meats| North Indian| Fast Food,1,12,350,3.0,1,Raw Meats| North Indian| Fast Food,India,1,0
311824,Halal Pizza Fun,New Delhi,New Friends Colony,Pizza| Fast Food,1,7,450,3.1,1,Pizza| Fast Food,India,1,0
18376488,Keventers,New Delhi,New Friends Colony,Beverages,1,13,400,3.3,1,Beverages,India,1,1
300013,Khan Chicken Biryani,New Delhi,New Friends Colony,North Indian,2,9,500,2.9,1,North Indian,India,1,0
181,McDonald's,New Delhi,New Friends Colony,Fast Food| Burger,2,127,500,3.4,1,Fast Food| Burger,India,1,1
18277019,Midnight Bites,New Delhi,New Friends Colony,North Indian| Chinese| Fast Food,2,10,550,3.1,1,North Indian| Chinese| Fast Food,India,1,0
7721,Moti Mahal Delux,New Delhi,New Friends Colony,North Indian| Mughlai,2,44,800,2.9,1,North Indian| Mughlai,India,1,1
308334,MT Everest Food Corner,New Delhi,New Friends Colony,North Indian| Chinese,2,28,700,2.9,1,North Indian| Chinese,India,1,0
309675,Muradabad Ki Mashoor Sama Chicken Biryani,New Delhi,New Friends Colony,Biryani| North Indian,1,5,350,2.9,1,Biryani| North Indian,India,1,0
300020,New Laziz,New Delhi,New Friends Colony,North Indian| Mughlai,2,6,550,2.9,1,North Indian| Mughlai,India,1,0
7717,Talab South Indian Restaurant,New Delhi,New Friends Colony,South Indian| Chinese,1,14,200,2.7,1,South Indian| Chinese,India,1,0
303547,Tipu Sultan Chicken Point,New Delhi,New Friends Colony,Biryani| Mughlai,1,27,250,3.2,1,Biryani| Mughlai,India,1,0
18228903,Yo Wok,New Delhi,New Friends Colony,Chinese| Japanese| Thai,2,4,750,2.8,1,Chinese| Japanese| Thai,India,1,1
18428200,Zoet Desserts,New Delhi,New Friends Colony,Bakery| Desserts,2,8,600,3.0,1,Bakery| Desserts,India,1,0
18144480,Zooby's Kitchen,New Delhi,New Friends Colony,North Indian| Mughlai| Chinese,2,21,800,2.8,1,North Indian| Mughlai| Chinese,India,1,0
302945,Hotel Malabar,New Delhi,New Friends Colony,Kerala| Biryani,1,129,400,3.6,1,Kerala| Biryani,India,1,0
18471283,Hwealthcafe,New Delhi,New Friends Colony,Cafe| Healthy Food| Continental,2,29,800,3.5,1,Cafe| Healthy Food| Continental,India,1,1
18337892,Noorjahan,New Delhi,New Friends Colony,North Indian| Mughlai| Chinese,2,17,700,3.8,1,North Indian| Mughlai| Chinese,India,1,0
267,Pizza Hut Delivery,New Delhi,New Friends Colony,Italian| Pizza| Fast Food,2,189,800,3.9,1,Italian| Pizza| Fast Food,India,1,1
18424893,Sushiya Express,New Delhi,New Friends Colony,Sushi| Asian,2,30,800,3.5,1,Sushi| Asian,India,1,1
306526,Tuptakes,New Delhi,New Friends Colony,Bakery| Desserts,1,52,350,3.6,1,Bakery| Desserts,India,1,0
18133511,Annapurna Food Point,New Delhi,New Friends Colony,North Indian,1,1,200,1.0,1,North Indian,India,1,0
18456744,Arabian & Turkish Caf?,New Delhi,New Friends Colony,Turkish| Arabian| Moroccan| Lebanese,1,0,400,3.2,1,Turkish| Arabian| Moroccan| Lebanese,India,0,0
303559,Brij Palace Restaurant,New Delhi,New Friends Colony,North Indian,1,2,250,1.0,1,North Indian,India,1,0
18352261,Bruncheez,New Delhi,New Friends Colony,Fast Food,1,2,150,1.0,1,Fast Food,India,1,0
310692,Buena Tierra,New Delhi,New Friends Colony,Bakery,1,2,300,1.0,1,Bakery,India,1,0
18313141,Cafe Coffee Day,New Delhi,New Friends Colony,Cafe,1,2,450,1.0,1,Cafe,India,1,0
312446,Chokoreto - The Cake Design Studio,New Delhi,New Friends Colony,Bakery| Desserts,1,1,300,1.0,1,Bakery| Desserts,India,1,0
18245296,Crazylicious Cakes N Desserts,New Delhi,New Friends Colony,Bakery| Desserts,1,2,300,1.0,1,Bakery| Desserts,India,1,0
18254540,Halal Pizza 'n' Joy,New Delhi,New Friends Colony,Pizza,1,2,450,1.0,1,Pizza,India,1,0
18354644,Shree Bhojnalaya,New Delhi,New Friends Colony,North Indian,1,0,100,3.2,1,North Indian,India,0,0
7684,Shree Laxmi Dhaba,New Delhi,New Friends Colony,North Indian,1,3,100,1.0,1,North Indian,India,1,0
